Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Category,Years_of_Operation
2,FDB58,143.7154,4821.7236,13,0.013431109,10.5,1985,5,2,1,3,1,28
2,FDQ03,235.6248,1896.1984,10,0.091964765875,15.0,1999,9,0,1,1,1,14
0,DRD27,97.4042,2281.6966,4,0.023876985,18.75,1999,9,0,1,1,0,14
0,FDK33,213.756,3408.896,13,0.011281018,17.85,2009,3,2,1,2,1,4
0,DRL23,107.5938,1822.2946,7,0.015328106,18.35,1999,9,0,1,1,0,14
2,FDW32,87.1882,515.3292,6,0.094488071,18.35,2002,7,1,2,1,1,11
1,NCL05,44.677,173.108,8,0.047897663,19.6,1997,8,0,2,1,2,16
0,DRB01,190.053,569.259,14,0.081841136,7.39,1985,5,2,1,3,0,28
1,NCL06,260.9594,2878.2534,9,0.072212787,14.65,2002,7,1,2,1,2,11
0,FDH10,195.3478,1162.4868,13,0.049505857,21.0,2009,3,2,1,2,1,4
1,NCO14,45.2086,669.129,9,0.02981155,9.6,2007,2,1,2,1,2,6
0,FDV03,154.4314,2326.971,10,0.058181585,17.6,1999,9,0,1,1,1,14
2,FDW52,166.4526,4769.1254,5,0.037734782,14.0,2007,2,1,2,1,1,6
1,NCZ30,119.1098,964.0784,9,0.0303351816667,6.59,2007,2,1,2,1,2,6
2,FDY35,47.8402,91.8804,1,0.026827052,17.6,1998,0,2,2,0,1,15
0,FDN31,191.353,2277.036,6,0.072881535,11.5,1997,8,0,2,1,1,16
2,FDX31,234.0958,2570.6538,6,0.014822802,20.35,2004,6,1,2,1,1,9
1,NCJ05,152.3682,1677.1502,8,0.046159928,18.7,1999,9,0,1,1,2,14
2,FDN56,143.8786,4334.358,6,0.107662745,5.46,2007,2,1,2,1,1,6
0,FDZ04,62.351,822.263,5,0.038014104,9.31,1999,9,0,1,1,1,14
2,FDJ44,174.9396,1569.9564,6,0.106307146,12.3,2004,6,1,2,1,1,9
2,FDI08,248.1092,4233.1564,6,0.066672058,18.2,2007,2,1,2,1,1,6
0,FDB59,200.0084,1984.084,13,0.015341139,18.25,2009,3,2,1,2,1,4
2,FDY15,156.463,938.778,4,0.171174491,18.25,2002,7,1,2,1,1,11
1,NCZ18,252.7698,761.0094,9,0.325780807,7.825,1985,4,0,2,0,2,28
0,DRO47,114.486,2490.092,7,0.112859454,10.195,2007,2,1,2,1,0,6
2,FDW21,102.4358,2010.716,13,0.005962753,5.34,2004,6,1,2,1,1,9
2,FDZ14,123.1756,3998.7948,4,0.047358246,7.71,1985,5,2,1,3,1,28
2,FDM09,167.879,2886.243,13,0.086105815,11.15,2002,7,1,2,1,1,11
0,FDK43,126.302,3036.048,10,0.026882496,9.8,1999,9,0,1,1,1,14
0,FDE45,178.5002,5552.1062,6,0.040521714,12.1,2009,3,2,1,2,1,4
0,FDR35,200.0742,8958.339,1,0.020597493,12.5,1985,5,2,1,3,1,28
0,FDT58,169.2816,3523.4136,13,0.085538477,9.0,1985,5,2,1,3,1,28
0,FDS57,141.547,3006.087,13,0.113174420125,15.5,2007,2,1,2,1,1,6
2,FDF10,147.2418,1324.2762,13,0.157004048571,15.5,2009,3,2,1,2,1,4
2,FDP03,122.1388,495.3552,10,0.10239789,5.15,1998,0,2,2,0,1,15
0,FDT04,37.5822,196.411,5,0.11713371725,17.25,1998,0,2,2,0,1,15
1,NCW53,191.3162,1346.9134,8,0.0304697,18.35,1987,1,2,0,1,2,26
0,FDA39,38.5822,78.5644,10,0.021287234,6.32,1998,0,2,2,0,1,15
1,NCH29,96.7726,2642.5602,8,0.034467286,5.51,2004,6,1,2,1,2,9
0,FDU02,228.8352,5267.8096,4,0.1027194,13.35,2002,7,1,2,1,1,11
0,FDN13,98.5358,402.1432,2,0.266234421,18.6,1985,4,0,2,0,1,28
2,FDX56,206.8638,207.0638,6,0.129668578,17.1,1985,4,0,2,0,1,28
2,FDT11,189.4556,3567.3564,1,0.02923013,5.94,1985,5,2,1,3,1,28
1,NCC18,173.2422,2069.3064,9,0.176411579,19.1,1985,5,2,1,3,2,28
0,FDA32,214.7192,862.8768,6,0.050371508,14.0,1998,0,2,2,0,1,15
0,FDU39,58.5562,770.3306,10,0.036184755,18.85,2009,3,2,1,2,1,4
2,FDV27,89.3514,177.1028,10,0.070017381,7.97,1985,4,0,2,0,1,28
1,NCW53,190.6162,3271.0754,8,0.030556922,18.35,2002,7,1,2,1,2,11
1,NCZ42,237.0248,5451.5704,9,0.011278535,10.5,1987,1,2,0,1,2,26
2,FDO46,191.0872,4349.0056,13,0.015412721375,9.6,2007,2,1,2,1,1,6
0,FDQ57,147.476,3368.948,13,0.027812304,7.275,1985,5,2,1,3,1,28
2,FDZ36,187.724,2050.664,0,0.066051758,6.035,2009,3,2,1,2,1,4
0,FDK38,150.0734,3563.3616,3,0.053506996,6.65,2009,3,2,1,2,1,4
2,FDU51,178.7028,4604.6728,10,0.096046304,20.2,1985,5,2,1,3,1,28
0,FDS14,156.9288,1571.288,4,0.049922304,7.285,1987,1,2,0,1,1,26
2,FDQ40,175.4712,2988.1104,5,0.036083537,11.1,1999,9,0,1,1,1,14
2,FDE20,167.879,4074.696,6,0.005539114,11.35,1999,9,0,1,1,1,14
0,FDH58,113.1834,3109.9518,13,0.036939673,12.3,1997,8,0,2,1,1,16
1,NCK53,99.3042,2281.6966,8,0.037793818,11.6,2007,2,1,2,1,2,6
2,FDJ44,173.7396,3663.2316,6,0.106928681,12.3,2007,2,1,2,1,1,6
2,FDN22,252.4724,3271.7412,13,0.138585859,18.85,2002,7,1,2,1,1,11
2,FDH56,116.7492,1621.8888,6,0.06407717,9.8,2009,3,2,1,2,1,4
0,FDK48,74.7354,1128.531,0,0.037708542,7.445,2002,7,1,2,1,1,11
2,FDQ40,177.2712,2109.2544,5,0.036020711,11.1,2004,6,1,2,1,1,9
0,FDH10,194.4478,968.739,13,0.049295686,21.0,2004,6,1,2,1,1,9
0,FDM21,259.2646,3091.9752,13,0.06449461,20.2,2002,7,1,2,1,1,11
2,FDX12,239.2196,3133.2548,0,0.026117345,18.2,2002,7,1,2,1,1,11
2,FDM51,102.4674,2037.348,10,0.025904648,11.8,1987,1,2,0,1,1,26
2,FDG09,188.9556,563.2668,6,0.080235512,20.6,1998,0,2,2,0,1,15
0,DRD37,45.306,1304.968,14,0.013830218,9.8,1987,1,2,0,1,0,26
0,FDN21,161.0236,483.3708,13,0.076855628,18.6,1997,8,0,2,1,1,16
1,NCQ06,256.7014,2805.0154,9,0.041824524,13.0,1997,8,0,2,1,2,16
2,FDV52,118.0466,1060.6194,5,0.12152072,20.7,1997,8,0,2,1,1,16
2,FDC10,120.8098,1325.6078,13,0.073289899,9.8,2007,2,1,2,1,1,6
2,FDX51,195.4452,4502.1396,10,0.022054553,9.5,2004,6,1,2,1,1,9
1,NCD54,144.6786,2889.572,9,0.029054046,21.1,1999,9,0,1,1,2,14
1,NCK18,164.1184,3797.7232,9,0.006665667,9.6,1985,5,2,1,3,2,28
2,FDZ01,104.099,2476.776,3,0.009057132,8.975,2004,6,1,2,1,1,9
0,FDT48,199.1084,2182.4924,0,0.045955031,4.92,1997,8,0,2,1,1,16
2,FDB40,145.8102,1895.5326,4,0.007551607,17.5,1999,9,0,1,1,1,14
1,NCC07,103.3964,3050.6956,9,0.023835164,19.6,1985,5,2,1,3,2,28
2,FDT52,244.6144,3185.1872,5,0.047503318,9.695,1999,9,0,1,1,1,14
0,FDK09,227.5352,916.1408,13,0.160665697,15.2,1985,4,0,2,0,1,28
1,NCQ30,123.7414,121.8414,9,0.048661041,7.725,1998,0,2,2,0,2,15
0,FDZ60,106.0596,215.7192,0,0.208987123,20.5,1985,4,0,2,0,1,28
1,NCK18,164.9184,2972.1312,9,0.006692529,9.6,1987,1,2,0,1,2,26
2,FDV11,173.4054,875.527,1,0.136695145,9.1,1998,0,2,2,0,1,15
2,FDR25,265.6884,2649.884,3,0.140311123,17.0,2007,2,1,2,1,1,6
2,FDB26,52.364,745.696,3,0.031330907,14.0,2002,7,1,2,1,1,11
2,DRD01,55.8614,1436.7964,14,0.061521569,12.1,2007,2,1,2,1,0,6
0,FDG32,221.5772,3558.0352,6,0.176991029,19.85,2007,2,1,2,1,1,6
2,FDY49,163.1184,2807.0128,3,0.0120098,17.2,2004,6,1,2,1,1,9
2,FDD26,183.3924,2776.386,3,0.072141818,8.71,2004,6,1,2,1,1,9
2,FDC22,192.682,2703.148,13,0.136984147,6.89,2009,3,2,1,2,1,4
0,DRD27,97.9042,1686.4714,4,0.026415626,18.75,2002,7,1,2,1,0,11
0,FDA44,57.793,1754.383,6,0.052964982,19.7,1985,5,2,1,3,1,28
0,FDW01,154.4682,1524.682,3,0.0742599985556,14.5,1987,1,2,0,1,1,26
0,FDV32,64.151,316.255,6,0.155316936,7.785,1985,4,0,2,0,1,28
2,FDK32,152.8682,5031.4506,6,0.048738407,16.25,1985,5,2,1,3,1,28
1,NCA05,149.4734,2969.468,8,0.027515378,20.75,1987,1,2,0,1,2,26
0,FDR10,161.5552,1787.0072,13,0.010031539,17.6,1987,1,2,0,1,1,26
0,FDL22,91.0488,1086.5856,13,0.036383293,16.85,2004,6,1,2,1,1,9
2,FDD10,178.1344,3568.688,13,0.0499406885,20.6,2004,6,1,2,1,1,9
0,FDW25,86.9224,255.6672,3,0.03736783,5.175,1987,1,2,0,1,1,26
0,FDR47,196.9794,1560.6352,1,0.087604647,17.85,1999,9,0,1,1,1,14
0,DRF27,152.234,5053.422,4,0.028461453,8.93,1999,9,0,1,1,0,14
2,FDQ48,97.2726,1957.452,0,0.034244601,14.3,1985,5,2,1,3,1,28
0,FDS37,114.1492,1158.492,3,0.031938828,7.655,2004,6,1,2,1,1,9
1,NCI18,224.5746,2692.4952,9,0.014024028,18.35,1997,8,0,2,1,2,16
1,NCJ42,100.9332,1743.0644,9,0.014232071,19.75,1985,5,2,1,3,2,28
0,FDY48,104.3332,1435.4648,0,0.023730384,14.0,2004,6,1,2,1,1,9
0,FDB39,56.1272,671.1264,4,0.038578846,11.6,1999,9,0,1,1,1,14
0,DRI37,57.3904,703.0848,14,0.108036187,15.85,2009,3,2,1,2,0,4
2,FDB58,143.2154,1559.9694,13,0.013572808,10.5,2007,2,1,2,1,1,6
2,FDV12,98.7384,1773.6912,0,0.06082402,16.7,1987,1,2,0,1,1,26
1,NCU06,230.901,4364.319,9,0.074345142,17.6,1987,1,2,0,1,2,26
0,FDU34,123.1046,249.0092,13,0.075501241,18.25,2009,3,2,1,2,1,4
2,FDP31,62.2168,383.5008,6,0.16216286,21.1,2009,3,2,1,2,1,4
2,FDV11,177.0054,2101.2648,1,0.081652352,9.1,2004,6,1,2,1,1,9
1,NCY06,130.9968,2348.9424,9,0.061434045,15.25,2009,3,2,1,2,2,4
1,NCV41,109.5228,1657.842,8,0.017073332,14.35,2002,7,1,2,1,2,11
0,FDQ52,248.8434,6705.2718,5,0.118806857,17.0,1985,5,2,1,3,1,28
2,FDM38,53.6982,1525.3478,3,0.092694107,5.885,1987,1,2,0,1,1,26
0,FDA14,148.076,1464.76,4,0.065183228,16.1,1997,8,0,2,1,1,16
2,FDB23,224.0062,3837.0054,15,0.005561538,19.2,1985,5,2,1,3,1,28
0,DRH49,84.1592,1073.2696,14,0.024635077,19.7,1987,1,2,0,1,0,26
2,FDI40,100.6358,2010.716,5,0.126313413,11.5,2007,2,1,2,1,1,6
2,FDR37,180.4292,2189.1504,2,0.066383907,16.5,2002,7,1,2,1,1,11
2,FDS16,147.876,4540.756,5,0.066279832,15.15,1999,9,0,1,1,1,14
2,FDT15,184.295,2014.045,10,0.042681522,12.15,1997,8,0,2,1,1,16
2,FDL32,112.4544,1230.3984,6,0.14437196525,15.7,1987,1,2,0,1,1,26
0,FDB39,55.8272,1454.1072,4,0.038736838,11.6,2007,2,1,2,1,1,6
0,FDX40,37.6164,308.9312,5,0.098910759,12.85,1987,1,2,0,1,1,26
0,DRD13,65.6168,639.168,14,0.049178998,15.0,2002,7,1,2,1,0,11
2,FDZ43,241.9512,2908.2144,6,0.057011062,11.0,1987,1,2,0,1,1,26
0,DRM59,155.5998,1691.7978,7,0.003589104,5.88,1987,1,2,0,1,0,26
1,NCZ18,253.4698,6849.0846,9,0.203573671375,7.825,2007,2,1,2,1,2,6
2,FDH52,60.2194,1733.7432,5,0.043690499,9.42,1985,5,2,1,3,1,28
2,FDM25,173.7712,175.7712,2,0.10154201,10.695,1998,0,2,2,0,1,15
1,NCP05,152.6024,6072.096,8,0.025164132,19.6,1985,5,2,1,3,2,28
2,FDY38,231.23,2330.3,4,0.119077255,13.6,1987,1,2,0,1,1,26
0,FDO37,230.3326,1386.1956,2,0.021497594,8.06,2007,2,1,2,1,1,6
0,FDV49,262.6226,7136.7102,3,0.025702129,10.0,1985,5,2,1,3,1,28
1,NCP02,61.0562,296.281,9,0.075000682,7.105,1998,0,2,2,0,2,15
1,NCJ19,58.3588,1545.9876,11,0.118419683,18.6,2002,7,1,2,1,2,11
2,FDW44,171.8448,2556.672,6,0.035151215,9.5,1997,8,0,2,1,1,16
0,FDU56,182.4266,2028.6926,6,0.044414056,16.85,1997,8,0,2,1,1,16
0,FDZ58,123.7072,2450.144,13,0.052471995,17.85,2007,2,1,2,1,1,6
0,FDZ15,117.4782,1906.8512,4,0.020853376,13.1,1987,1,2,0,1,1,26
1,NCI06,180.766,5033.448,9,0.047791878,11.3,1999,9,0,1,1,2,14
0,FDD36,120.4124,1777.686,0,0.02136022,13.3,2009,3,2,1,2,1,4
2,FDD56,177.0054,3677.2134,6,0.103988736,15.2,2002,7,1,2,1,1,11
2,FDX27,94.3436,945.436,4,0.114581955,20.7,2009,3,2,1,2,1,4
0,FDG50,89.7146,182.4292,3,0.02556185,7.405,1998,0,2,2,0,1,15
0,FDU36,100.5384,1675.1528,0,0.046459438,6.15,2009,3,2,1,2,1,4
2,FDJ15,182.5608,3307.6944,4,0.023322478,11.35,1997,8,0,2,1,1,16
0,FDG32,223.0772,1779.0176,6,0.175962247,19.85,2004,6,1,2,1,1,9
0,FDV15,103.3648,311.5944,10,0.255929096,10.3,1985,4,0,2,0,1,28
2,FDS28,58.1588,343.5528,5,0.082333019,8.18,1987,1,2,0,1,1,26
0,FDU23,165.0184,3302.368,1,0.021757269,12.15,1999,9,0,1,1,1,14
0,DRI03,176.4028,4250.4672,4,0.0226994,6.03,2004,6,1,2,1,0,9
2,FDH28,36.9506,759.012,5,0.110653377,15.85,2007,2,1,2,1,1,6
0,FDP16,245.7802,245.6802,5,0.065771529,18.6,1998,0,2,2,0,1,15
1,NCQ29,262.3278,1561.9668,8,0.120750130111,12.0,2007,2,1,2,1,2,6
1,NCH30,114.686,1358.232,9,0.077809471,17.1,2009,3,2,1,2,2,4
2,FDU31,217.9508,2821.6604,6,0.024991056,10.5,1997,8,0,2,1,1,16
0,FDF04,256.3304,6199.9296,5,0.013658248,17.5,1999,9,0,1,1,1,14
0,FDZ20,255.2356,6867.0612,6,0.034278413,16.1,1987,1,2,0,1,1,26
1,NCK05,61.3536,183.7608,8,0.08478108675,20.1,1998,0,2,2,0,2,15
0,FDV23,125.6046,622.523,1,0.185306514,11.0,1985,4,0,2,0,1,28
2,FDA07,122.6072,122.5072,6,0.051794958,7.55,1998,0,2,2,0,1,15
2,FDL03,194.811,2749.754,10,0.027058066,19.25,1987,1,2,0,1,1,26
2,FDX04,49.2376,958.752,5,0.041740902,19.6,2009,3,2,1,2,1,4
2,FDV19,161.9578,1444.1202,6,0.035400659,14.85,2009,3,2,1,2,1,4
2,FDP22,52.2666,615.1992,13,0.099535996,14.65,2009,3,2,1,2,1,4
0,FDT34,107.0964,1472.7496,13,0.175336471,9.3,2007,2,1,2,1,1,6
2,FDZ26,237.5222,7170.666,4,0.143319995,11.6,1985,5,2,1,3,1,28
1,NCM43,163.921,2446.815,11,0.01950565,14.5,1999,9,0,1,1,2,14
0,DRK35,37.9506,569.259,7,0.071846495,8.365,1997,8,0,2,1,0,16
2,FDO20,252.3382,4794.4258,6,0.16508231575,12.85,1997,8,0,2,1,1,16
2,FDO22,79.496,1438.128,13,0.017887238,13.5,1999,9,0,1,1,1,14
0,FDM46,94.712,1304.968,13,0.159967845,7.365,1997,8,0,2,1,1,16
2,FDO01,130.4994,2184.4898,2,0.020718655,21.1,1997,8,0,2,1,1,16
1,NCX05,117.4492,1621.8888,8,0.096592065,15.2,1985,5,2,1,3,2,28
0,FDI46,253.6724,5033.448,13,0.074460855,9.5,1999,9,0,1,1,1,14
0,FDD11,254.904,3036.048,15,0.030789914,12.85,2007,2,1,2,1,1,6
0,FDA32,216.6192,3020.0688,6,0.030216783,14.0,2009,3,2,1,2,1,4
2,FDW32,86.3882,1545.9876,6,0.094279004,18.35,2004,6,1,2,1,1,9
2,FDX22,210.9928,210.3928,13,0.04022593,6.785,1985,4,0,2,0,1,28
2,FDQ47,33.6874,1023.3346,1,0.168527463,7.155,2002,7,1,2,1,1,11
2,FDT07,257.633,4613.994,6,0.077304459,5.82,2004,6,1,2,1,1,9
1,NCQ43,108.6912,1201.1032,11,0.13117217025,17.75,2009,3,2,1,2,2,4
2,FDW07,88.2514,1505.3738,6,0.142570104,18.0,1987,1,2,0,1,1,26
2,FDE35,57.6904,585.904,15,0.043968652,7.06,1999,9,0,1,1,1,14
0,FDC04,241.3854,2900.2248,4,0.045076878,15.6,2002,7,1,2,1,1,11
1,NCW53,192.5162,3078.6592,8,0.030347404,18.35,1985,5,2,1,3,2,28
1,NCG07,191.053,3415.554,9,0.052492122,12.3,2004,6,1,2,1,2,9
2,FDQ03,238.0248,1896.1984,10,0.077999504,15.0,2004,6,1,2,1,1,9
0,FDV46,141.218,2936.178,13,0.012597384,18.2,1987,1,2,0,1,1,26
1,NCM26,154.034,2450.144,11,0.023179181,20.5,1999,9,0,1,1,2,14
2,DRA59,183.6924,1295.6468,14,0.128126825,8.27,1999,9,0,1,1,0,14
0,FDW13,52.7324,2492.7552,3,0.097410707,8.5,1985,5,2,1,3,1,28
0,DRF27,154.534,2603.278,4,0.028417272,8.93,1997,8,0,2,1,0,16
2,FDT12,225.8062,3159.8868,0,0.049902382,6.215,2007,2,1,2,1,1,6
2,FDD40,190.7162,1154.4972,4,0.014823358,20.25,2002,7,1,2,1,1,11
2,FDN25,57.7588,1145.176,2,0.061424738,7.895,2009,3,2,1,2,1,4
2,FDE33,77.0644,2278.3676,6,0.049594299,19.35,1987,1,2,0,1,1,26
1,NCL29,160.2604,1901.5248,8,0.113939434,9.695,1997,8,0,2,1,2,16
1,NCO30,185.0608,551.2824,9,0.027532258,19.5,1985,4,0,2,0,2,28
0,FDB16,87.6198,1133.8574,4,0.045016894,8.21,2002,7,1,2,1,1,11
0,FDF16,146.8076,1330.2684,5,0.086307051,7.3,2002,7,1,2,1,1,11
2,FDL02,107.4622,3705.177,3,0.104083376,20.0,1997,8,0,2,1,1,16
0,FDO13,165.3526,1151.1682,2,0.061154604,7.865,1999,9,0,1,1,1,14
0,DRG27,42.2138,40.6138,4,0.184035253,8.895,1985,4,0,2,0,0,28
2,FDX31,234.0958,467.3916,6,0.024815024,20.35,1998,0,2,2,0,1,15
2,FDX11,183.5634,4725.8484,0,0.106918052,16.0,1999,9,0,1,1,1,14
1,NCW41,158.0604,3327.6684,8,0.0169380985714,18.0,1999,9,0,1,1,2,14
0,FDI52,121.7072,1347.5792,5,0.105104552,18.7,2009,3,2,1,2,1,4
2,FDN08,115.9466,4124.631,6,0.087936752,7.72,1985,5,2,1,3,1,28
0,DRD15,232.8642,3485.463,4,0.056795923,10.6,1997,8,0,2,1,0,16
0,DRF01,144.0102,1749.7224,14,0.176070535,5.655,2007,2,1,2,1,0,6
0,DRH15,43.9428,131.8284,4,0.19244045,8.775,1985,4,0,2,0,0,28
0,FDX59,35.3558,237.6906,1,0.051871718,10.195,2009,3,2,1,2,1,4
0,FDO37,230.2326,693.0978,2,0.035780177,8.06,1998,0,2,2,0,1,15
2,FDY56,227.1062,225.7062,6,0.104463896,16.35,1998,0,2,2,0,1,15
2,FDR31,146.9102,1895.5326,6,0.049162885,6.46,1997,8,0,2,1,1,16
1,NCH54,157.792,3994.8,9,0.072655379,13.5,2004,6,1,2,1,2,9
1,NCW06,190.8162,2693.8268,9,0.050442528,16.2,2002,7,1,2,1,2,11
1,NCC18,173.1422,2931.5174,9,0.177992139,19.1,2009,3,2,1,2,2,4
0,DRJ23,188.1872,3214.4824,7,0.0452424385,18.35,1985,5,2,1,3,0,28
0,FDO16,83.025,1414.825,5,0.015131684,5.48,1999,9,0,1,1,1,14
0,FDB08,158.7578,2085.9514,6,0.031151714,6.055,1999,9,0,1,1,1,14
1,NCZ53,186.6214,3203.1638,8,0.024456797,9.6,1987,1,2,0,1,2,26
0,DRJ01,160.2236,322.2472,14,0.192540665,6.135,1998,0,2,2,0,0,15
0,DRE48,197.9768,1182.4608,14,0.01732573,8.43,1997,8,0,2,1,0,16
2,DRA59,185.9924,555.2772,14,0.127821472,8.27,1987,1,2,0,1,0,26
2,FDS27,197.111,785.644,10,0.012477512,10.195,1999,9,0,1,1,1,14
1,NCW29,129.531,2077.296,8,0.028980533,14.0,2009,3,2,1,2,2,4
0,DRN35,36.8532,755.0172,7,0.070356805,8.01,1999,9,0,1,1,0,14
0,FDB09,125.8046,747.0276,6,0.057396092,16.25,1997,8,0,2,1,1,16
0,FDV59,219.6166,3483.4656,1,0.048017962,13.35,2004,6,1,2,1,1,9
2,FDD26,186.5924,5182.5872,3,0.071806046,8.71,1985,5,2,1,3,1,28
0,FDV55,145.1444,1886.8772,6,0.05507343,17.75,1997,8,0,2,1,1,16
0,FDH48,88.054,1211.756,0,0.0728124652857,13.5,1987,1,2,0,1,1,26
2,FDM51,102.4674,203.7348,10,0.0281107082222,11.8,1998,0,2,2,0,1,15
0,DRG48,147.2102,1895.5326,14,0.014577695,5.78,1999,9,0,1,1,0,14
2,FDP49,55.2614,552.614,2,0.07560272275,9.0,2009,3,2,1,2,1,4
2,FDB03,241.0538,1201.769,4,0.156831826,17.75,1997,8,0,2,1,1,16
0,FDL10,98.7042,892.8378,13,0.0395389265714,8.395,1987,1,2,0,1,1,26
0,FDJ32,62.5536,1592.5936,6,0.057512481,10.695,1985,5,2,1,3,1,28
0,FDD11,253.004,3795.06,15,0.033916497,12.85,2009,3,2,1,2,1,4
0,FDW13,51.5324,882.8508,3,0.098036903,8.5,1999,9,0,1,1,1,14
0,FDA32,216.9192,6471.576,6,0.0348639827778,14.0,2007,2,1,2,1,1,6
0,DRQ35,123.7388,1609.9044,7,0.042377219,9.3,2002,7,1,2,1,0,11
0,DRI37,58.7904,585.904,14,0.107597879,15.85,1997,8,0,2,1,0,16
0,FDU38,193.7504,4602.0096,4,0.082549896,10.8,1997,8,0,2,1,1,16
0,FDJ07,117.415,466.06,10,0.02414202,7.26,1998,0,2,2,0,1,15
0,FDT38,85.3566,591.8962,4,0.057771828,18.7,2009,3,2,1,2,1,4
0,FDX02,224.3404,4500.808,4,0.057292529,16.0,2009,3,2,1,2,1,4
1,NCN18,113.1544,4250.4672,9,0.124610886,8.895,1987,1,2,0,1,2,26
0,FDQ13,82.3908,1342.2528,3,0.010663189,11.1,2002,7,1,2,1,1,11
0,DRP35,128.9336,1278.336,7,0.091237452,18.85,2009,3,2,1,2,0,4
0,DRK47,230.2694,3197.1716,7,0.064325351,7.905,2009,3,2,1,2,0,4
0,DRI47,143.8128,3020.0688,7,0.020920179,14.7,1997,8,0,2,1,0,16
2,FDK20,121.1072,980.0576,6,0.041641933,12.6,2002,7,1,2,1,1,11
2,FDC34,157.6972,2960.1468,13,0.173462841,16.0,2009,3,2,1,2,1,4
0,FDI15,263.1884,529.9768,4,0.24749009,13.8,1985,4,0,2,0,1,28
2,FDG05,154.463,2972.797,5,0.087421738,11.0,1985,5,2,1,3,1,28
0,FDK34,239.3564,3098.6332,13,0.038744606,13.35,2007,2,1,2,1,1,6
0,FDX50,109.6228,110.5228,4,0.124910635,20.1,1998,0,2,2,0,1,15
0,FDP56,48.4692,591.2304,6,0.046673494,8.185,2009,3,2,1,2,1,4
1,NCX54,107.7622,529.311,9,0.048134591,9.195,1999,9,0,1,1,2,14
0,FDI20,210.8586,6331.758,6,0.038720852,19.1,2009,3,2,1,2,1,4
0,FDH33,42.9428,703.0848,13,0.12241394,12.85,2007,2,1,2,1,1,6
1,NCO29,165.6526,1315.6208,8,0.032321608,11.15,2002,7,1,2,1,2,11
0,FDK22,216.785,1947.465,13,0.026139404,9.8,2002,7,1,2,1,1,11
0,DRO47,114.086,1810.976,7,0.12178121175,10.195,1997,8,0,2,1,0,16
2,FDT19,172.108,4327.7,6,0.144338493,7.59,1985,5,2,1,3,1,28
0,FDY25,181.2976,5070.7328,3,0.034166609,12.0,2007,2,1,2,1,1,6
2,FDS44,240.9538,480.7076,6,0.27321283,12.65,1985,4,0,2,0,1,28
2,FDJ21,144.6102,3353.6346,13,0.03858813,16.7,1999,9,0,1,1,1,14
0,FDO40,148.7392,1640.5312,5,0.032628111,17.1,1997,8,0,2,1,1,16
0,FDL36,91.083,89.883,0,0.133198355,15.1,1985,4,0,2,0,1,28
2,FDJ21,143.9102,1749.7224,13,0.038528228,16.7,1997,8,0,2,1,1,16
0,FDD05,120.8098,3374.2744,5,0.016705436,19.35,2007,2,1,2,1,1,6
0,FDS10,178.9318,180.4318,13,0.058893461,19.2,1998,0,2,2,0,1,15
2,FDG14,150.9024,4857.6768,3,0.050256161,9.0,1985,5,2,1,3,1,28
0,FDN57,142.0154,2269.0464,13,0.054234197,18.25,1997,8,0,2,1,1,16
0,FDS47,86.1856,1406.1696,1,0.12961476,16.75,2007,2,1,2,1,1,6
0,FDO40,150.2392,596.5568,5,0.054612768,17.1,1998,0,2,2,0,1,15
2,FDM50,61.422,539.298,3,0.030150193,13.0,2002,7,1,2,1,1,11
2,FDF44,129.4968,3392.9168,6,0.059849153,7.17,2002,7,1,2,1,1,11
2,FDS21,61.9194,123.8388,13,0.034942397,19.85,1998,0,2,2,0,1,15
1,NCJ06,119.8782,238.3564,9,0.060672263,20.1,1985,4,0,2,0,2,28
2,FDX49,231.93,2563.33,3,0.102038294,4.615,2002,7,1,2,1,1,11
2,FDU33,47.2402,918.804,13,0.135258515,7.63,2009,3,2,1,2,1,4
1,NCN06,163.4868,4586.0304,9,0.120396991,8.39,1987,1,2,0,1,2,26
1,NCN53,33.5874,635.1732,8,0.030527166,5.175,2007,2,1,2,1,2,6
1,NCE30,212.6902,637.1706,9,0.099053537,16.0,1987,1,2,0,1,2,26
0,FDN21,159.8236,322.2472,13,0.134564284,18.6,1985,4,0,2,0,1,28
0,FDB52,256.7672,4346.3424,4,0.030288215,17.75,1985,5,2,1,3,1,28
2,FDA26,217.6482,3285.723,4,0.073562475,7.855,1985,5,2,1,3,1,28
2,FDD23,185.7898,2619.2572,15,0.048883854,9.5,2009,3,2,1,2,1,4
0,FDH57,131.3284,1318.284,6,0.035893143,10.895,2009,3,2,1,2,1,4
2,FDO15,72.4038,221.7114,10,0.014998914,16.75,1985,4,0,2,0,1,28
2,FDY49,163.1184,4623.3152,3,0.012012071,17.2,1997,8,0,2,1,1,16
0,FDP20,127.102,1771.028,6,0.045855273,19.85,2009,3,2,1,2,1,4
0,DRG11,109.1596,107.8596,7,0.14032811,6.385,1998,0,2,2,0,0,15
0,DRJ59,38.7164,579.246,7,0.019402371,11.65,1999,9,0,1,1,0,14
0,FDP34,155.463,4068.038,13,0.15023891675,12.85,2004,6,1,2,1,1,9
2,FDY04,163.221,1794.331,5,0.042716709,17.7,2007,2,1,2,1,1,6
